rank,economy,iso3,status,run_start,run_end,duration_years,tag,year,years_since_entry,gni_per_capita_atlas_usd,hic_threshold_usd,income_pct_of_line,income_pct_censored_100,latest_income_pct_of_line,distance_to_median_years
19,South Africa,ZAF,ongoing,1988,2025,37,,2015,27,6450.0,12475.0,51.7,51.7,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2016,28,5880.0,12235.0,48.06,48.06,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2017,29,5850.0,12055.0,48.53,48.53,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2018,30,6250.0,12375.0,50.51,50.51,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2019,31,6570.0,12535.0,52.41,52.41,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2020,32,5930.0,12695.0,46.71,46.71,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2021,33,6320.0,13205.0,47.86,47.86,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2022,34,6530.0,13845.0,47.17,47.17,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2023,35,6490.0,14005.0,46.34,46.34,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2024,36,6110.0,13935.0,43.85,43.85,43.62,36.06
19,South Africa,ZAF,ongoing,1988,2025,37,,2025,37,6270.0,14375.0,43.62,43.62,43.62,36.06
