record_type,series,decade,first_rate_year,last_rate_year,economy,code,class_2025,class_at_decade_start,middle_income_at_decade_start,annual_rates_used,decade_median_growth_pct,population_mn,population_year,in_balanced_sample,n_economies,weighted_median_economy,plotted
economy,,2016-25,2016,2025,Marshall Islands,MHL,UM,UM,True,10,5.9614,0.036,2025,True,,,True
economy,,1988-95,1988,1995,Mauritania,MRT,LM,L,False,8,4.0757,1.952,1990,True,,,True
economy,,1996-2005,1996,2005,Mauritania,MRT,LM,L,False,10,-1.1905,2.939,2005,True,,,True
economy,,2006-15,2006,2015,Mauritania,MRT,LM,L,False,10,5.4032,3.966,2015,True,,,True
economy,,2016-25,2016,2025,Mauritania,MRT,LM,LM,True,10,3.5601,5.315,2025,True,,,True
economy,,1988-95,1988,1995,Mauritius,MUS,UM,LM,True,8,7.6895,1.059,1990,True,,,True
economy,,1996-2005,1996,2005,Mauritius,MUS,UM,UM,True,10,4.8016,1.228,2005,True,,,True
economy,,2006-15,2006,2015,Mauritius,MUS,UM,UM,True,10,5.4052,1.263,2015,True,,,True
economy,,2016-25,2016,2025,Mauritius,MUS,UM,UM,True,10,3.87,1.244,2025,True,,,True
economy,,1988-95,1988,1995,Mexico,MEX,UM,LM,True,8,16.2353,82.82,1990,True,,,True
economy,,1996-2005,1996,2005,Mexico,MEX,UM,UM,True,10,5.7028,105.812,2005,True,,,True
economy,,2006-15,2006,2015,Mexico,MEX,UM,UM,True,10,2.8313,121.072,2015,True,,,True
economy,,2016-25,2016,2025,Mexico,MEX,UM,UM,True,10,4.78,131.947,2025,True,,,True
economy,,1988-95,1988,1995,"Micronesia, Fed. Sts.",FSM,UM,,False,8,5.3717,0.101,1990,True,,,True
economy,,1996-2005,1996,2005,"Micronesia, Fed. Sts.",FSM,UM,LM,True,10,2.0691,0.111,2005,True,,,True
economy,,2006-15,2006,2015,"Micronesia, Fed. Sts.",FSM,UM,LM,True,10,2.4939,0.109,2015,True,,,True
economy,,2016-25,2016,2025,"Micronesia, Fed. Sts.",FSM,UM,LM,True,10,3.0173,0.114,2025,True,,,True
economy,,1988-95,1988,1995,Moldova,MDA,UM,,False,3,,2.978,1990,False,,,False
economy,,1996-2005,1996,2005,Moldova,MDA,UM,LM,True,10,3.5204,2.889,2005,False,,,False
economy,,2006-15,2006,2015,Moldova,MDA,UM,LM,True,10,14.4958,2.836,2015,False,,,False
economy,,2016-25,2016,2025,Moldova,MDA,UM,LM,True,10,11.5279,2.361,2025,False,,,False
economy,,1988-95,1988,1995,Mongolia,MNG,UM,,False,8,-12.1623,2.099,1990,True,,,True
economy,,1996-2005,1996,2005,Mongolia,MNG,UM,L,False,10,6.9627,2.536,2005,True,,,True
economy,,2006-15,2006,2015,Mongolia,MNG,UM,L,False,10,21.7259,3.027,2015,True,,,True
economy,,2016-25,2016,2025,Mongolia,MNG,UM,LM,True,10,7.2909,3.569,2025,True,,,True
economy,,1988-95,1988,1995,Montenegro,MNE,UM,,False,0,,0.606,1990,False,,,False
economy,,1996-2005,1996,2005,Montenegro,MNE,UM,,False,6,,0.614,2005,False,,,False
economy,,2006-15,2006,2015,Montenegro,MNE,UM,,False,10,4.0955,0.625,2015,False,,,False
economy,,2016-25,2016,2025,Montenegro,MNE,UM,UM,True,10,9.8339,0.623,2025,False,,,False
economy,,1988-95,1988,1995,Morocco,MAR,LM,LM,True,8,3.7997,24.376,1990,True,,,True
economy,,1996-2005,1996,2005,Morocco,MAR,LM,LM,True,10,2.6456,30.358,2005,True,,,True
economy,,2006-15,2006,2015,Morocco,MAR,LM,LM,True,10,2.9548,34.608,2015,True,,,True
economy,,2016-25,2016,2025,Morocco,MAR,LM,LM,True,10,2.0453,38.431,2025,True,,,True
economy,,1988-95,1988,1995,Myanmar,MMR,LM,L,False,8,15.4762,39.817,1990,True,,,True
economy,,1996-2005,1996,2005,Myanmar,MMR,LM,L,False,10,13.5747,47.438,2005,True,,,True
economy,,2006-15,2006,2015,Myanmar,MMR,LM,L,False,10,15.3409,51.089,2015,True,,,True
economy,,2016-25,2016,2025,Myanmar,MMR,LM,LM,True,10,0.0,54.851,2025,True,,,True
economy,,1988-95,1988,1995,Namibia,NAM,LM,,False,8,5.8906,1.369,1990,True,,,True
economy,,1996-2005,1996,2005,Namibia,NAM,LM,LM,True,10,-0.6461,1.967,2005,True,,,True
economy,,2006-15,2006,2015,Namibia,NAM,LM,LM,True,10,4.115,2.374,2015,True,,,True
economy,,2016-25,2016,2025,Namibia,NAM,LM,UM,True,10,0.1184,3.093,2025,True,,,True
economy,,1988-95,1988,1995,Nepal,NPL,LM,L,False,8,0.0,19.525,1990,True,,,True
economy,,1996-2005,1996,2005,Nepal,NPL,LM,L,False,10,4.881,26.309,2005,True,,,True
economy,,2006-15,2006,2015,Nepal,NPL,LM,L,False,10,11.814,27.824,2015,True,,,True
economy,,2016-25,2016,2025,Nepal,NPL,LM,L,False,10,5.5615,29.618,2025,True,,,True
economy,,1988-95,1988,1995,Nicaragua,NIC,LM,LM,True,8,-2.399,4.163,1990,True,,,True
economy,,1996-2005,1996,2005,Nicaragua,NIC,LM,L,False,10,4.1914,5.342,2005,True,,,True
economy,,2006-15,2006,2015,Nicaragua,NIC,LM,LM,True,10,5.3937,6.149,2015,True,,,True
economy,,2016-25,2016,2025,Nicaragua,NIC,LM,LM,True,10,4.0169,7.008,2025,True,,,True
economy,,1988-95,1988,1995,Nigeria,NGA,LM,L,False,0,,97.121,1990,False,,,False
economy,,1996-2005,1996,2005,Nigeria,NGA,LM,L,False,0,,145.017,2005,False,,,False
economy,,2006-15,2006,2015,Nigeria,NGA,LM,L,False,7,,190.672,2015,False,,,False
economy,,2016-25,2016,2025,Nigeria,NGA,LM,LM,True,10,-7.6851,237.528,2025,False,,,False
economy,,1988-95,1988,1995,North Macedonia,MKD,UM,,False,3,,2.064,1990,False,,,False
economy,,1996-2005,1996,2005,North Macedonia,MKD,UM,LM,True,10,2.2131,2.005,2005,False,,,False
economy,,2006-15,2006,2015,North Macedonia,MKD,UM,LM,True,10,5.1748,1.912,2015,False,,,False
economy,,2016-25,2016,2025,North Macedonia,MKD,UM,UM,True,10,6.1318,1.821,2025,False,,,False
economy,,1988-95,1988,1995,Pakistan,PAK,LM,L,False,8,0.0,116.156,1990,True,,,True
economy,,1996-2005,1996,2005,Pakistan,PAK,LM,L,False,10,9.4144,175.453,2005,True,,,True
economy,,2006-15,2006,2015,Pakistan,PAK,LM,L,False,10,4.4619,217.291,2015,True,,,True
economy,,2016-25,2016,2025,Pakistan,PAK,LM,LM,True,10,4.2724,255.22,2025,True,,,True
economy,,1988-95,1988,1995,Papua New Guinea,PNG,LM,LM,True,8,4.0584,3.896,1990,True,,,True
economy,,1996-2005,1996,2005,Papua New Guinea,PNG,LM,LM,True,10,-8.628,6.536,2005,True,,,True
economy,,2006-15,2006,2015,Papua New Guinea,PNG,LM,L,False,10,16.4647,8.743,2015,True,,,True
economy,,2016-25,2016,2025,Papua New Guinea,PNG,LM,LM,True,10,0.5245,10.763,2025,True,,,True
economy,,1988-95,1988,1995,Paraguay,PRY,UM,LM,True,8,7.2382,4.036,1990,True,,,True
economy,,1996-2005,1996,2005,Paraguay,PRY,UM,LM,True,10,-3.381,5.448,2005,True,,,True
economy,,2006-15,2006,2015,Paraguay,PRY,UM,LM,True,10,14.1741,6.159,2015,True,,,True
economy,,2016-25,2016,2025,Paraguay,PRY,UM,UM,True,10,2.2573,7.013,2025,True,,,True
economy,,1988-95,1988,1995,Peru,PER,UM,LM,True,8,9.9752,22.015,1990,True,,,True
economy,,1996-2005,1996,2005,Peru,PER,UM,LM,True,10,4.1134,28.101,2005,True,,,True
economy,,2006-15,2006,2015,Peru,PER,UM,LM,True,10,11.146,30.458,2015,True,,,True
economy,,2016-25,2016,2025,Peru,PER,UM,UM,True,10,5.5931,34.577,2025,True,,,True
economy,,1988-95,1988,1995,Philippines,PHL,UM,LM,True,8,6.4272,62.855,1990,True,,,True
economy,,1996-2005,1996,2005,Philippines,PHL,UM,LM,True,10,1.367,88.016,2005,True,,,True
economy,,2006-15,2006,2015,Philippines,PHL,UM,LM,True,10,8.6698,105.313,2015,True,,,True
economy,,2016-25,2016,2025,Philippines,PHL,UM,LM,True,10,4.5485,116.787,2025,True,,,True
economy,,1988-95,1988,1995,Samoa,WSM,UM,LM,True,8,2.9752,0.169,1990,True,,,True
economy,,1996-2005,1996,2005,Samoa,WSM,UM,LM,True,10,2.2148,0.187,2005,True,,,True
economy,,2006-15,2006,2015,Samoa,WSM,UM,LM,True,10,5.4271,0.202,2015,True,,,True
economy,,2016-25,2016,2025,Samoa,WSM,UM,LM,True,10,3.6436,0.219,2025,True,,,True
economy,,1988-95,1988,1995,Senegal,SEN,LM,LM,True,8,-1.087,7.721,1990,True,,,True
economy,,1996-2005,1996,2005,Senegal,SEN,LM,L,False,10,-1.5045,11.235,2005,True,,,True
economy,,2006-15,2006,2015,Senegal,SEN,LM,L,False,10,1.8771,14.593,2015,True,,,True
economy,,2016-25,2016,2025,Senegal,SEN,LM,L,False,10,2.3822,18.932,2025,True,,,True
economy,,1988-95,1988,1995,Serbia,SRB,UM,,False,0,,7.898,1990,False,,,False
economy,,1996-2005,1996,2005,Serbia,SRB,UM,,False,8,0.0096,7.441,2005,False,,,False
economy,,2006-15,2006,2015,Serbia,SRB,UM,,False,10,1.9871,7.095,2015,False,,,False
economy,,2016-25,2016,2025,Serbia,SRB,UM,UM,True,10,9.9648,6.549,2025,False,,,False
economy,,1988-95,1988,1995,Solomon Islands,SLB,LM,L,False,8,6.9048,0.331,1990,True,,,True
economy,,1996-2005,1996,2005,Solomon Islands,SLB,LM,LM,True,10,-3.1239,0.483,2005,True,,,True
economy,,2006-15,2006,2015,Solomon Islands,SLB,LM,L,False,10,5.8397,0.639,2015,True,,,True
economy,,2016-25,2016,2025,Solomon Islands,SLB,LM,LM,True,10,-0.995,0.839,2025,True,,,True
economy,,1988-95,1988,1995,South Africa,ZAF,UM,LM,True,8,5.05,40.746,1990,True,,,True
economy,,1996-2005,1996,2005,South Africa,ZAF,UM,UM,True,10,-1.1338,49.49,2005,True,,,True
economy,,2006-15,2006,2015,South Africa,ZAF,UM,UM,True,10,3.0026,56.724,2015,True,,,True
economy,,2016-25,2016,2025,South Africa,ZAF,UM,UM,True,10,1.0542,64.747,2025,True,,,True
economy,,1988-95,1988,1995,Sri Lanka,LKA,UM,L,False,8,7.0647,16.352,1990,True,,,True
economy,,1996-2005,1996,2005,Sri Lanka,LKA,UM,L,False,10,4.585,20.217,2005,True,,,True
economy,,2006-15,2006,2015,Sri Lanka,LKA,UM,LM,True,10,13.2284,20.97,2015,True,,,True
economy,,2016-25,2016,2025,Sri Lanka,LKA,UM,LM,True,10,2.8158,21.756,2025,True,,,True
economy,,1988-95,1988,1995,St. Lucia,LCA,UM,LM,True,8,4.414,0.138,1990,True,,,True
economy,,1996-2005,1996,2005,St. Lucia,LCA,UM,UM,True,10,4.0449,0.165,2005,True,,,True
economy,,2006-15,2006,2015,St. Lucia,LCA,UM,UM,True,10,2.5709,0.175,2015,True,,,True
economy,,2016-25,2016,2025,St. Lucia,LCA,UM,UM,True,10,6.0856,0.18,2025,True,,,True
economy,,1988-95,1988,1995,St. Vincent and the Grenadines,VCT,UM,LM,True,8,5.3733,0.112,1990,True,,,True
economy,,1996-2005,1996,2005,St. Vincent and the Grenadines,VCT,UM,LM,True,10,6.6892,0.112,2005,True,,,True
economy,,2006-15,2006,2015,St. Vincent and the Grenadines,VCT,UM,UM,True,10,3.7567,0.107,2015,True,,,True
economy,,2016-25,2016,2025,St. Vincent and the Grenadines,VCT,UM,UM,True,10,6.1256,0.1,2025,True,,,True
economy,,1988-95,1988,1995,Suriname,SUR,UM,UM,True,8,-6.397,0.412,1990,True,,,True
economy,,1996-2005,1996,2005,Suriname,SUR,UM,LM,True,10,12.7086,0.519,2005,True,,,True
economy,,2006-15,2006,2015,Suriname,SUR,UM,LM,True,10,8.6385,0.582,2015,True,,,True
economy,,2016-25,2016,2025,Suriname,SUR,UM,UM,True,10,1.9497,0.64,2025,True,,,True
economy,,1988-95,1988,1995,São Tomé and Príncipe,STP,LM,L,False,8,-1.2195,0.123,1990,True,,,True
economy,,1996-2005,1996,2005,São Tomé and Príncipe,STP,LM,L,False,10,1.5828,0.162,2005,True,,,True
economy,,2006-15,2006,2015,São Tomé and Príncipe,STP,LM,L,False,10,5.4851,0.2,2015,True,,,True
economy,,2016-25,2016,2025,São Tomé and Príncipe,STP,LM,LM,True,10,9.1979,0.24,2025,True,,,True
economy,,1988-95,1988,1995,Tajikistan,TJK,LM,,False,3,,5.399,1990,False,,,False
economy,,1996-2005,1996,2005,Tajikistan,TJK,LM,L,False,10,3.125,6.925,2005,False,,,False
economy,,2006-15,2006,2015,Tajikistan,TJK,LM,L,False,10,14.0221,8.644,2015,False,,,False
economy,,2016-25,2016,2025,Tajikistan,TJK,LM,LM,True,10,3.9706,10.787,2025,False,,,False
economy,,1988-95,1988,1995,Tanzania,TZA,LM,L,False,8,-5.9231,26.11,1990,True,,,True
economy,,1996-2005,1996,2005,Tanzania,TZA,LM,L,False,10,6.7492,39.182,2005,True,,,True
economy,,2006-15,2006,2015,Tanzania,TZA,LM,L,False,10,7.6105,52.021,2015,True,,,True
economy,,2016-25,2016,2025,Tanzania,TZA,LM,L,False,10,2.4564,70.546,2025,True,,,True
economy,,1988-95,1988,1995,Thailand,THA,UM,LM,True,8,12.6504,54.738,1990,True,,,True
economy,,1996-2005,1996,2005,Thailand,THA,UM,LM,True,10,0.5102,66.017,2005,True,,,True
economy,,2006-15,2006,2015,Thailand,THA,UM,LM,True,10,9.1931,70.541,2015,True,,,True
economy,,2016-25,2016,2025,Thailand,THA,UM,UM,True,10,2.2199,71.62,2025,True,,,True
economy,,1988-95,1988,1995,Timor-Leste,TLS,LM,,False,3,,0.76,1990,False,,,False
economy,,1996-2005,1996,2005,Timor-Leste,TLS,LM,,False,10,7.8201,0.948,2005,False,,,False
economy,,2006-15,2006,2015,Timor-Leste,TLS,LM,L,False,10,8.2758,1.205,2015,False,,,False
economy,,2016-25,2016,2025,Timor-Leste,TLS,LM,LM,True,10,-2.9659,1.419,2025,False,,,False
economy,,1988-95,1988,1995,Togo,TGO,LM,L,False,8,-0.8621,3.714,1990,True,,,True
economy,,1996-2005,1996,2005,Togo,TGO,LM,L,False,10,1.1628,5.413,2005,True,,,True
economy,,2006-15,2006,2015,Togo,TGO,LM,L,False,10,3.0973,7.072,2015,True,,,True
economy,,2016-25,2016,2025,Togo,TGO,LM,L,False,10,4.2853,8.592,2025,True,,,True
economy,,1988-95,1988,1995,Tonga,TON,UM,LM,True,8,8.6224,0.1,1990,True,,,True
economy,,1996-2005,1996,2005,Tonga,TON,UM,LM,True,10,-1.6741,0.106,2005,True,,,True
economy,,2006-15,2006,2015,Tonga,TON,UM,LM,True,10,6.0376,0.106,2015,True,,,True
economy,,2016-25,2016,2025,Tonga,TON,UM,LM,True,10,4.5564,0.104,2025,True,,,True
economy,,1988-95,1988,1995,Tunisia,TUN,LM,LM,True,8,4.1822,8.325,1990,True,,,True
economy,,1996-2005,1996,2005,Tunisia,TUN,LM,LM,True,10,6.3966,10.255,2005,True,,,True
economy,,2006-15,2006,2015,Tunisia,TUN,LM,LM,True,10,3.8324,11.402,2015,True,,,True
economy,,2016-25,2016,2025,Tunisia,TUN,LM,LM,True,10,-0.5141,12.349,2025,True,,,True
economy,,1988-95,1988,1995,Turkmenistan,TKM,UM,,False,5,,3.761,1990,False,,,False
economy,,1996-2005,1996,2005,Turkmenistan,TKM,UM,LM,True,10,8.747,5.052,2005,False,,,False
economy,,2006-15,2006,2015,Turkmenistan,TKM,UM,LM,True,10,16.5476,6.216,2015,False,,,False
economy,,2016-25,2016,2025,Turkmenistan,TKM,UM,UM,True,10,-2.1933,7.619,2025,False,,,False
economy,,1988-95,1988,1995,Tuvalu,TUV,UM,,False,8,6.3819,0.009,1990,True,,,True
economy,,1996-2005,1996,2005,Tuvalu,TUV,UM,,False,10,7.6116,0.01,2005,True,,,True
economy,,2006-15,2006,2015,Tuvalu,TUV,UM,,False,10,2.8212,0.011,2015,True,,,True
economy,,2016-25,2016,2025,Tuvalu,TUV,UM,UM,True,10,3.4293,0.009,2025,True,,,True
economy,,1988-95,1988,1995,Türkiye,TUR,UM,LM,True,8,9.6525,56.016,1990,True,,,True
economy,,1996-2005,1996,2005,Türkiye,TUR,UM,LM,True,10,8.3235,69.33,2005,True,,,True
economy,,2006-15,2006,2015,Türkiye,TUR,UM,UM,True,10,6.888,78.218,2015,True,,,True
economy,,2016-25,2016,2025,Türkiye,TUR,UM,UM,True,10,2.2029,85.879,2025,True,,,True
economy,,1988-95,1988,1995,Ukraine,UKR,UM,,False,6,,52.054,1990,False,,,False
economy,,1996-2005,1996,2005,Ukraine,UKR,UM,LM,True,10,3.3687,47.586,2005,False,,,False
economy,,2006-15,2006,2015,Ukraine,UKR,UM,LM,True,10,7.3695,45.785,2015,False,,,False
economy,,2016-25,2016,2025,Ukraine,UKR,UM,LM,True,10,6.6524,38.98,2025,False,,,False
economy,,1988-95,1988,1995,Uzbekistan,UZB,LM,,False,5,,20.465,1990,False,,,False
economy,,1996-2005,1996,2005,Uzbekistan,UZB,LM,LM,True,10,0.8621,26.357,2005,False,,,False
economy,,2006-15,2006,2015,Uzbekistan,UZB,LM,L,False,10,22.6117,30.749,2015,False,,,False
economy,,2016-25,2016,2025,Uzbekistan,UZB,LM,LM,True,10,5.9082,37.053,2025,False,,,False
economy,,1988-95,1988,1995,Vanuatu,VUT,LM,LM,True,8,3.8081,0.148,1990,True,,,True
economy,,1996-2005,1996,2005,Vanuatu,VUT,LM,LM,True,10,4.0245,0.211,2005,True,,,True
economy,,2006-15,2006,2015,Vanuatu,VUT,LM,LM,True,10,5.2151,0.266,2015,True,,,True
economy,,2016-25,2016,2025,Vanuatu,VUT,LM,LM,True,10,5.0453,0.335,2025,True,,,True
economy,,1988-95,1988,1995,"Venezuela, RB",VEN,LM,UM,True,8,1.9432,19.827,1990,True,,,True
economy,,1996-2005,1996,2005,"Venezuela, RB",VEN,LM,LM,True,10,8.1013,26.786,2005,True,,,True
economy,,2006-15,2006,2015,"Venezuela, RB",VEN,LM,UM,True,10,7.9498,30.574,2015,True,,,True
economy,,2016-25,2016,2025,"Venezuela, RB",VEN,LM,UM,True,10,-2.282,28.517,2025,True,,,True
economy,,1988-95,1988,1995,Viet Nam,VNM,UM,L,False,6,,65.505,1990,False,,,False
economy,,1996-2005,1996,2005,Viet Nam,VNM,UM,L,False,10,8.5167,81.088,2005,False,,,False
economy,,2006-15,2006,2015,Viet Nam,VNM,UM,L,False,10,15.0312,92.823,2015,False,,,False
economy,,2016-25,2016,2025,Viet Nam,VNM,UM,LM,True,10,6.5708,101.599,2025,False,,,False
economy,,1988-95,1988,1995,West Bank and Gaza,PSE,LM,,False,0,,1.978,1990,False,,,False
economy,,1996-2005,1996,2005,West Bank and Gaza,PSE,LM,LM,True,9,8.5366,3.32,2005,False,,,False
economy,,2006-15,2006,2015,West Bank and Gaza,PSE,LM,LM,True,10,9.1969,4.27,2015,False,,,False
economy,,2016-25,2016,2025,West Bank and Gaza,PSE,LM,LM,True,10,3.5181,5.414,2025,False,,,False
economy,,1988-95,1988,1995,Zambia,ZMB,LM,L,False,8,4.0185,7.786,1990,True,,,True
economy,,1996-2005,1996,2005,Zambia,ZMB,LM,L,False,10,2.8175,11.719,2005,True,,,True
economy,,2006-15,2006,2015,Zambia,ZMB,LM,L,False,10,6.5179,16.399,2015,True,,,True
economy,,2016-25,2016,2025,Zambia,ZMB,LM,LM,True,10,-2.6324,21.914,2025,True,,,True
economy,,1988-95,1988,1995,Zimbabwe,ZWE,LM,LM,True,8,-4.0016,10.137,1990,True,,,True
economy,,1996-2005,1996,2005,Zimbabwe,ZWE,LM,L,False,10,-5.5053,12.483,2005,True,,,True
economy,,2006-15,2006,2015,Zimbabwe,ZWE,LM,L,False,10,5.4057,14.399,2015,True,,,True
economy,,2016-25,2016,2025,Zimbabwe,ZWE,LM,L,False,10,10.7815,16.951,2025,True,,,True
