rank,economy,iso3,status,run_start,run_end,duration_years,tag,year,years_since_entry,gni_per_capita_atlas_usd,umic_entry_threshold_usd,income_pct_of_line,income_pct_censored_100,latest_income_pct_of_line,distance_to_median_years
16,Sudan,SDN,ongoing,2007,2025,18,,2016,9,1140.0,3956.0,28.82,28.82,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2017,10,1010.0,3896.0,25.92,25.92,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2018,11,810.0,3996.0,20.27,20.27,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2019,12,720.0,4046.0,17.8,17.8,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2020,13,600.0,4096.0,14.65,14.65,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2021,14,620.0,4256.0,14.57,14.57,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2022,15,720.0,4466.0,16.12,16.12,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2023,16,660.0,4516.0,14.61,14.61,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2024,17,710.0,4496.0,15.79,15.79,19.41,18.0
16,Sudan,SDN,ongoing,2007,2025,18,,2025,18,900.0,4636.0,19.41,19.41,19.41,18.0
17,Cameroon,CMR,ongoing,2005,2025,20,,2005,0,1140.0,3466.0,32.89,32.89,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2006,1,1200.0,3596.0,33.37,33.37,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2007,2,1250.0,3706.0,33.73,33.73,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2008,3,1360.0,3856.0,35.27,35.27,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2009,4,1460.0,3946.0,37.0,37.0,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2010,5,1450.0,3976.0,36.47,36.47,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2011,6,1470.0,4036.0,36.42,36.42,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2012,7,1470.0,4086.0,35.98,35.98,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2013,8,1530.0,4126.0,37.08,37.08,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2014,9,1570.0,4126.0,38.05,38.05,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2015,10,1530.0,4036.0,37.91,37.91,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2016,11,1470.0,3956.0,37.16,37.16,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2017,12,1410.0,3896.0,36.19,36.19,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2018,13,1520.0,3996.0,38.04,38.04,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2019,14,1560.0,4046.0,38.56,38.56,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2020,15,1540.0,4096.0,37.6,37.6,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2021,16,1610.0,4256.0,37.83,37.83,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2022,17,1660.0,4466.0,37.17,37.17,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2023,18,1680.0,4516.0,37.2,37.2,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2024,19,1690.0,4496.0,37.59,37.59,40.12,18.04
17,Cameroon,CMR,ongoing,2005,2025,20,,2025,20,1860.0,4636.0,40.12,40.12,40.12,18.04
18,Egypt,EGY,ongoing,1995,2025,30,,1995,0,880.0,3036.0,28.99,28.99,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,1996,1,970.0,3116.0,31.13,31.13,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,1997,2,1070.0,3126.0,34.23,34.23,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,1998,3,1140.0,3031.0,37.61,37.61,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,1999,4,1240.0,2996.0,41.39,41.39,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2000,5,1330.0,2996.0,44.39,44.39,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2001,6,1350.0,2976.0,45.36,45.36,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2002,7,1250.0,2936.0,42.57,42.57,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2003,8,1160.0,3036.0,38.21,38.21,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2004,9,1120.0,3256.0,34.4,34.4,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2005,10,1130.0,3466.0,32.6,32.6,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2006,11,1230.0,3596.0,34.2,34.2,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2007,12,1420.0,3706.0,38.32,38.32,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2008,13,1710.0,3856.0,44.35,44.35,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2009,14,1970.0,3946.0,49.92,49.92,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2010,15,2200.0,3976.0,55.33,55.33,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2011,16,2380.0,4036.0,58.97,58.97,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2012,17,2630.0,4086.0,64.37,64.37,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2013,18,2810.0,4126.0,68.1,68.1,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2014,19,3000.0,4126.0,72.71,72.71,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2015,20,3100.0,4036.0,76.81,76.81,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2016,21,3200.0,3956.0,80.89,80.89,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2017,22,2880.0,3896.0,73.92,73.92,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2018,23,2710.0,3996.0,67.82,67.82,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2019,24,2640.0,4046.0,65.25,65.25,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2020,25,2960.0,4096.0,72.27,72.27,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2021,26,3470.0,4256.0,81.53,81.53,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2022,27,4040.0,4466.0,90.46,90.46,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2023,28,3840.0,4516.0,85.03,85.03,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2024,29,3510.0,4496.0,78.07,78.07,70.32,21.77
18,Egypt,EGY,ongoing,1995,2025,30,,2025,30,3260.0,4636.0,70.32,70.32,70.32,21.77
